rowLabel,gravity,mid_wrench,tip_wrench,seg1_s01,seg1_s02,seg1_s03,seg1_s04,seg1_s05,seg1_s06,seg1_s07,seg2_s01,seg2_s02,seg2_s03,seg2_s04,seg2_s05,seg2_s06,seg2_s07
EulY_s171,0,-0.0139,-0.0063,0,-0.0084,-0.0373,-0.0684,-0.0895,-0.1,-0.1024,-0.1024,-0.0994,-0.0876,-0.07,-0.0532,-0.0425,-0.04
EulZ_s171,0,-0.0508,-0.0439,-0,-0.0636,-0.2924,-0.576,-0.8101,-0.9482,-0.9812,-0.9812,-0.9995,-1.0673,-1.1566,-1.2357,-1.2849,-1.2969
Px_s171,4.8839,0.0073,0.0022,0,0.0094,0.0455,0.094,0.135,0.1583,0.1637,0.1637,0.1688,0.1875,0.2112,0.2308,0.2421,0.2446
Py_s171,-7.5959,-0.2938,-0.2999,0,-0.0003,-0.0069,-0.0297,-0.064,-0.0922,-0.0999,-0.0999,-0.1077,-0.1392,-0.1874,-0.2376,-0.2725,-0.2815
Pz_s171,3.8323,-0.06,0.0075,0,0,0.0009,0.0038,0.0081,0.0115,0.0124,0.0124,0.0134,0.0164,0.0188,0.0186,0.0168,0.0161
EulX_s172,0,-0.0366,0.027,-0,0.0001,0.0026,0.013,0.0319,0.0497,0.0549,0.0549,0.0591,0.0772,0.1086,0.1456,0.174,0.1817
EulY_s172,0,0.0297,0.0184,0,0.0068,0.0355,0.0813,0.1296,0.1629,0.1713,0.1713,0.1779,0.2047,0.2457,0.2873,0.3152,0.3221
EulZ_s172,0,-0.0371,-0.0503,-0,-0.0301,-0.1434,-0.2976,-0.4399,-0.5315,-0.5543,-0.5543,-0.5646,-0.6069,-0.6737,-0.746,-0.7983,-0.8121
Px_s172,8.4547,-0.2795,0.2165,0,0.0094,0.046,0.0984,0.1483,0.1804,0.1883,0.1883,0.1962,0.2262,0.2683,0.3077,0.3329,0.3391
Py_s172,0.8917,-0.0846,-0.1701,0,-0.0001,-0.0033,-0.0151,-0.0345,-0.0514,-0.0562,-0.0562,-0.0611,-0.081,-0.1121,-0.1455,-0.1696,-0.1759
Pz_s172,4.8948,0.0687,-0.1192,0,-0,-0.0008,-0.0039,-0.0096,-0.0151,-0.0166,-0.0166,-0.0183,-0.0255,-0.0381,-0.0532,-0.0649,-0.0681
EulX_s173,0,-0.0125,-0.0315,-0,-0.0001,-0.0026,-0.0102,-0.0195,-0.0252,-0.0264,-0.0264,-0.027,-0.0271,-0.0213,-0.0085,0.0038,0.0073
EulY_s173,0,0.0339,0.051,0,0.0247,0.1225,0.2662,0.4064,0.4978,0.5203,0.5203,0.5334,0.5851,0.661,0.7353,0.784,0.7961
EulZ_s173,0,0.0479,0.0034,-0,0.0095,0.0387,0.0607,0.0609,0.0494,0.045,0.045,0.0304,-0.0246,-0.098,-0.1615,-0.1981,-0.2065
Px_s173,5.3717,-0.157,0.0283,0,0.0094,0.046,0.0987,0.1494,0.1824,0.1906,0.1906,0.1987,0.2299,0.2735,0.3144,0.3406,0.3471
Py_s173,6.1775,0.2158,-0.2889,0,0,0.001,0.0037,0.0068,0.0085,0.0088,0.0088,0.009,0.0086,0.0045,-0.0031,-0.0097,-0.0116
Pz_s173,5.4055,-0.1371,-0.0759,0,-0.0001,-0.0028,-0.0132,-0.031,-0.0471,-0.0517,-0.0517,-0.0564,-0.0759,-0.1071,-0.1413,-0.1662,-0.1728
EulX_s174,0,0.0182,0.0463,-0,0,0.0002,0.0016,0.0053,0.0094,0.0107,0.0107,0.0109,0.012,0.0134,0.0141,0.0139,0.0137
EulY_s174,0,0.0567,0.0104,0,0.0041,0.0288,0.0879,0.171,0.2398,0.2587,0.2587,0.2622,0.2769,0.2997,0.3211,0.3332,0.3358
EulZ_s174,0,-0.0072,0.0367,-0,-0.0025,-0.0137,-0.0329,-0.0526,-0.0648,-0.0676,-0.0676,-0.069,-0.0681,-0.0479,-0.0039,0.0405,0.0537
Px_s174,-6.2235,0.0526,-0.0189,0,0.0094,0.0461,0.0999,0.1532,0.1892,0.1982,0.1982,0.2073,0.2426,0.2942,0.3454,0.3802,0.3891
Py_s174,3.6203,0.2628,-0.2967,0,-0,-0.0003,-0.0015,-0.0038,-0.0059,-0.0065,-0.0065,-0.0071,-0.0096,-0.0126,-0.0139,-0.0131,-0.0126
Pz_s174,6.6632,0.1348,-0.0402,0,-0,-0.0006,-0.0036,-0.0105,-0.0179,-0.0202,-0.0202,-0.0227,-0.0325,-0.0478,-0.0642,-0.0761,-0.0791
EulX_s175,0,-0.0475,0.0499,-0,-0.0001,-0.0026,-0.0124,-0.0293,-0.045,-0.0495,-0.0495,-0.0451,-0.0279,-0.0036,0.0184,0.0316,0.0347
EulY_s175,0,-0.0288,-0.0329,0,-0.0052,-0.0263,-0.0584,-0.0914,-0.1142,-0.12,-0.12,-0.1146,-0.0949,-0.0698,-0.0489,-0.0369,-0.0342
EulZ_s175,0,-0.0226,-0.0054,-0,-0.0412,-0.1924,-0.3866,-0.5509,-0.6475,-0.6702,-0.6702,-0.6861,-0.7393,-0.7942,-0.8263,-0.8377,-0.8394
Px_s175,-3.2987,-0.2087,0.0611,0,0.0094,0.0459,0.0973,0.1451,0.1753,0.1826,0.1826,0.1899,0.2175,0.2561,0.2931,0.3178,0.3241
Py_s175,-9.0138,0.2132,-0.2824,0,-0.0002,-0.0045,-0.02,-0.0443,-0.065,-0.0706,-0.0706,-0.0765,-0.1004,-0.1378,-0.1769,-0.2041,-0.2111
Pz_s175,-2.0265,-0.0319,-0.0806,0,0,0.0006,0.0029,0.007,0.0108,0.012,0.012,0.0131,0.0169,0.0206,0.0225,0.0229,0.0229
EulX_s176,0,0.0018,-0.0465,-0,-0.0004,-0.0078,-0.0301,-0.0581,-0.0776,-0.0824,-0.0824,-0.0834,-0.0856,-0.0841,-0.0782,-0.0725,-0.0708
EulY_s176,0,-0.0253,0.0378,0,-0.0233,-0.1062,-0.2041,-0.2769,-0.3143,-0.3225,-0.3225,-0.3241,-0.3276,-0.3252,-0.3156,-0.3058,-0.3029
EulZ_s176,0,-0.0544,-0.0025,-0,-0.032,-0.1479,-0.2952,-0.4228,-0.502,-0.5215,-0.5215,-0.5246,-0.5319,-0.53,-0.5161,-0.5016,-0.4974
Px_s176,-7.3699,0.2123,0.1915,0,0.0094,0.0459,0.0977,0.1466,0.178,0.1858,0.1858,0.1935,0.2236,0.2675,0.3117,0.3423,0.3502
Py_s176,-2.8715,0.0352,-0.2064,0,-0.0002,-0.0035,-0.0152,-0.0337,-0.0494,-0.0538,-0.0538,-0.0582,-0.0758,-0.1018,-0.1274,-0.1446,-0.1489
Pz_s176,5.8031,0.2091,0.1035,0,0.0001,0.0025,0.011,0.0239,0.0346,0.0375,0.0375,0.0404,0.0522,0.0693,0.0862,0.0973,0.1001
EulX_s177,0,-0.0176,-0.0077,-0,0.0003,0.0057,0.0223,0.0434,0.058,0.0616,0.0616,0.0638,0.0721,0.0843,0.0971,0.1066,0.1091
EulY_s177,0,-0.0158,-0.0334,0,-0.026,-0.1175,-0.2235,-0.3006,-0.3397,-0.3481,-0.3481,-0.3531,-0.3726,-0.4019,-0.4352,-0.4619,-0.4694
EulZ_s177,0,0.0551,-0.0492,-0,0.0206,0.0995,0.2097,0.311,0.373,0.3876,0.3876,0.3855,0.3757,0.3549,0.3234,0.2941,0.2854
Px_s177,-0.3969,0.0984,0.103,0,0.0094,0.046,0.0983,0.1485,0.1814,0.1896,0.1896,0.1977,0.2296,0.2762,0.3226,0.3541,0.3622
Py_s177,-8.5332,0.2177,0.2815,0,0.0001,0.0023,0.0105,0.0239,0.0357,0.039,0.039,0.0424,0.0552,0.0729,0.0889,0.0985,0.1007
Pz_s177,4.8232,0.1814,-0.0126,0,0.0001,0.0028,0.0121,0.0261,0.0376,0.0408,0.0408,0.044,0.057,0.0774,0.0996,0.1158,0.1201
EulX_s178,0,-0.0558,-0.0504,-0,-0,-0.0007,-0.0041,-0.0109,-0.0178,-0.0198,-0.0198,-0.0219,-0.0307,-0.0448,-0.058,-0.0651,-0.0666
EulY_s178,0,0.0022,-0.0323,0,-0.0139,-0.072,-0.1657,-0.2662,-0.3367,-0.3548,-0.3548,-0.3717,-0.4369,-0.5275,-0.6073,-0.6529,-0.6631
EulZ_s178,0,-0.022,-0.0042,-0,-0.0039,-0.021,-0.05,-0.0818,-0.1042,-0.1099,-0.1099,-0.115,-0.1309,-0.1407,-0.1329,-0.1159,-0.11
Px_s178,6.9404,-0.077,-0.2208,0,0.0094,0.0461,0.0995,0.152,0.1869,0.1957,0.1957,0.2044,0.238,0.2852,0.3301,0.3596,0.367
Py_s178,2.883,0.2898,-0.1651,0,-0,-0.0005,-0.0023,-0.0058,-0.0091,-0.01,-0.01,-0.011,-0.0151,-0.0216,-0.0275,-0.0307,-0.0314
Pz_s178,-6.3052,0.0108,0.1182,0,0.0001,0.0016,0.008,0.0195,0.0304,0.0336,0.0336,0.0369,0.0514,0.0764,0.1054,0.1272,0.133
EulX_s179,0,-0.0439,0.0359,-0,0.0002,0.0042,0.0162,0.0277,0.0306,0.0304,0.0304,0.0422,0.0876,0.1501,0.2059,0.2395,0.2474
EulY_s179,0,-0.0286,-0.0372,0,0.0053,0.0252,0.0478,0.0596,0.0617,0.0615,0.0615,0.0676,0.0879,0.1097,0.1245,0.1318,0.1334
EulZ_s179,0,-0.0292,-0.0304,-0,-0.0706,-0.3281,-0.6509,-0.911,-1.0532,-1.085,-1.085,-1.108,-1.1878,-1.2774,-1.3387,-1.3668,-1.3724
Px_s179,-6.9815,-0.1701,-0.1581,0,0.0094,0.0453,0.0924,0.1303,0.1506,0.1551,0.1551,0.1594,0.1744,0.192,0.2058,0.2137,0.2155
Py_s179,-6.5619,-0.17,-0.1966,0,-0.0003,-0.0077,-0.0331,-0.0711,-0.1016,-0.1098,-0.1098,-0.1182,-0.1516,-0.2018,-0.2527,-0.2875,-0.2964
Pz_s179,-2.1063,-0.1793,-0.1623,0,-0,-0.0006,-0.0026,-0.0055,-0.0077,-0.0082,-0.0082,-0.0088,-0.0121,-0.0199,-0.0308,-0.0397,-0.0422
EulX_s180,0,0.0129,0.0475,-0,-0,-0.0004,-0.0019,-0.0049,-0.0084,-0.0096,-0.0096,-0.0086,-0.005,-0.0004,0.003,0.0041,0.0042
EulY_s180,0,0.0397,0.0148,0,0.0037,0.017,0.0355,0.0567,0.0748,0.0801,0.0801,0.0759,0.0602,0.0407,0.0277,0.0239,0.0236
EulZ_s180,0,0.0431,0.0335,-0,0.0101,0.0498,0.1086,0.1693,0.2123,0.2235,0.2235,0.2229,0.2249,0.2414,0.2739,0.3051,0.3143
Px_s180,1.3037,0.063,0.1914,0,0.0094,0.0461,0.0998,0.153,0.1891,0.1982,0.1982,0.2073,0.2431,0.2954,0.3475,0.3827,0.3917
Py_s180,-1.6994,0.2273,-0.1422,0,0,0.0011,0.0054,0.0128,0.0198,0.0218,0.0218,0.0239,0.032,0.0444,0.058,0.0685,0.0714
Pz_s180,-9.5733,0.1854,0.1821,0,-0,-0.0004,-0.0018,-0.0043,-0.0067,-0.0074,-0.0074,-0.0081,-0.0106,-0.0133,-0.015,-0.0159,-0.0161
EulX_s181,0,-0.0176,-0.0008,-0,-0.0002,-0.004,-0.0138,-0.0233,-0.0277,-0.0284,-0.0284,-0.0331,-0.0523,-0.0825,-0.115,-0.1391,-0.1455
EulY_s181,0,0.0533,-0.0371,0,-0.0174,-0.077,-0.1412,-0.1807,-0.1951,-0.1973,-0.1973,-0.2108,-0.2599,-0.3216,-0.3748,-0.4078,-0.416
EulZ_s181,0,0.0213,-0.0471,-0,-0.0231,-0.1041,-0.1992,-0.2712,-0.3098,-0.3185,-0.3185,-0.3347,-0.3957,-0.4803,-0.5634,-0.6219,-0.6373
Px_s181,-7.9354,0.2463,0.2504,0,0.0094,0.046,0.0989,0.1505,0.1851,0.1939,0.1939,0.2026,0.2359,0.2826,0.3265,0.3547,0.3616
Py_s181,-4.4603,-0.0789,-0.11,0,-0.0001,-0.0025,-0.0107,-0.0231,-0.0335,-0.0364,-0.0364,-0.0393,-0.0521,-0.074,-0.0991,-0.118,-0.123
Pz_s181,3.6567,0.152,0.1232,0,0.0001,0.0019,0.0078,0.0166,0.0234,0.0253,0.0253,0.0271,0.0357,0.0512,0.0697,0.0839,0.0877
EulX_s182,0,0.0341,0.0523,-0,-0,0,0.0001,0.0006,0.0012,0.0014,0.0014,0.0014,0.0011,0.0005,-0.0003,-0.0009,-0.0011
EulY_s182,0,0.0475,-0.0288,0,0.0195,0.0894,0.1762,0.25,0.296,0.3075,0.3075,0.3056,0.2943,0.2683,0.2333,0.2055,0.198
EulZ_s182,0,-0.0136,-0.006,-0,0.0001,-0.0004,-0.0035,-0.0096,-0.0155,-0.0172,-0.0172,-0.0181,-0.0211,-0.0236,-0.0228,-0.0199,-0.0188
Px_s182,-5.7258,0.2495,0.2561,0,0.0094,0.0461,0.0994,0.152,0.1874,0.1964,0.1964,0.2053,0.2405,0.2922,0.3443,0.3802,0.3894
Py_s182,4.554,0.1538,-0.1159,0,0,-0,-0.0001,-0.0004,-0.0009,-0.001,-0.001,-0.0012,-0.0019,-0.0031,-0.0044,-0.0052,-0.0053
Pz_s182,-6.5354,0.0641,-0.1048,0,-0.0001,-0.0021,-0.0093,-0.0208,-0.0307,-0.0335,-0.0335,-0.0363,-0.0472,-0.0622,-0.0756,-0.0836,-0.0854
EulX_s183,0,0.0475,-0.0265,-0,-0.0013,-0.0296,-0.1312,-0.2936,-0.4243,-0.4579,-0.4579,-0.497,-0.652,-0.8716,-1.0657,-1.1796,-1.2062
EulY_s183,0,-0.0001,-0.0448,0,-0.0596,-0.2769,-0.5395,-0.7251,-0.806,-0.821,-0.821,-0.8367,-0.8841,-0.9193,-0.9252,-0.9186,-0.916
EulZ_s183,0,-0.0367,-0.0298,-0,-0.0437,-0.2131,-0.4737,-0.7617,-0.9656,-1.0165,-1.0165,-1.0558,-1.2105,-1.4267,-1.6133,-1.7194,-1.7437
Px_s183,-3.4137,-0.2964,-0.2451,0,0.0094,0.0452,0.0914,0.1266,0.1438,0.1473,0.1473,0.1505,0.1607,0.1689,0.1705,0.1683,0.1674
Py_s183,-2.7431,0.0419,-0.0662,0,-0.0002,-0.0048,-0.0211,-0.046,-0.0663,-0.0718,-0.0718,-0.0774,-0.0989,-0.1293,-0.1579,-0.1763,-0.1808
Pz_s183,8.7783,0.0196,0.1598,0,0.0003,0.0065,0.0281,0.0601,0.0854,0.0921,0.0921,0.0989,0.127,0.1706,0.2161,0.2479,0.256
EulX_s184,0,-0.0436,-0.0398,-0,-0,-0.0004,-0.0033,-0.011,-0.02,-0.0229,-0.0229,-0.0215,-0.0177,-0.0177,-0.0272,-0.0408,-0.0454
EulY_s184,0,0.0405,0.0131,0,0.0012,0.009,0.0304,0.0645,0.0956,0.1045,0.1045,0.1005,0.0898,0.0895,0.1081,0.1318,0.1392
EulZ_s184,0,0.008,0.043,-0,0.0175,0.0841,0.1751,0.2564,0.3054,0.317,0.317,0.3269,0.3677,0.4315,0.497,0.5409,0.5519
Px_s184,2.9339,0.1388,0.1356,0,0.0094,0.0461,0.0995,0.152,0.1872,0.1961,0.1961,0.2049,0.2393,0.2888,0.3367,0.3684,0.3763
Py_s184,-8.5618,0.2544,0.1358,0,0.0001,0.002,0.009,0.0205,0.0307,0.0335,0.0335,0.0365,0.0489,0.0698,0.0938,0.1119,0.1167
Pz_s184,-3.7848,-0.0776,0.2306,0,-0,-0.0002,-0.0012,-0.0037,-0.0067,-0.0076,-0.0076,-0.0086,-0.0121,-0.0168,-0.022,-0.0264,-0.0277
EulX_s185,0,-0.0363,0.0417,-0,-0.0002,-0.0038,-0.0137,-0.0242,-0.0296,-0.0306,-0.0306,-0.0292,-0.0229,-0.0112,0.0041,0.0172,0.021
EulY_s185,0,-0.0194,0.0257,0,-0.0242,-0.1076,-0.1983,-0.2554,-0.2773,-0.2808,-0.2808,-0.2759,-0.2543,-0.2162,-0.1708,-0.1362,-0.1269
EulZ_s185,0,-0.0437,-0.0346,-0,-0.0155,-0.0721,-0.1462,-0.2133,-0.2567,-0.2676,-0.2676,-0.2691,-0.2784,-0.3023,-0.3403,-0.3753,-0.3855
Px_s185,5.8423,-0.1873,0.245,0,0.0094,0.046,0.0989,0.1504,0.1849,0.1936,0.1936,0.2023,0.2365,0.2867,0.3368,0.3709,0.3795
Py_s185,-5.2334,-0.1083,0.1475,0,-0.0001,-0.0017,-0.0075,-0.0169,-0.0252,-0.0276,-0.0276,-0.03,-0.0397,-0.0548,-0.0717,-0.0846,-0.0881
Pz_s185,5.892,0.2078,0.0906,0,0.0001,0.0026,0.0109,0.0232,0.0329,0.0354,0.0354,0.038,0.0475,0.0598,0.0698,0.0749,0.076
EulX_s186,0,0.0412,0.0568,-0,-0.0003,-0.0057,-0.0182,-0.0268,-0.0276,-0.0271,-0.0271,-0.0283,-0.0292,-0.0207,-0.0016,0.0166,0.0218
EulY_s186,0,-0.0038,0.0081,0,-0.0184,-0.0779,-0.132,-0.1545,-0.1563,-0.1554,-0.1554,-0.1573,-0.1589,-0.1454,-0.1153,-0.0862,-0.0777
EulZ_s186,0,-0.0435,0.0174,-0,-0.0329,-0.1534,-0.3077,-0.4383,-0.5153,-0.5336,-0.5336,-0.5382,-0.5526,-0.5628,-0.5594,-0.5491,-0.5454
Px_s186,6.4868,0.2043,0.0749,0,0.0094,0.0459,0.0979,0.1475,0.1797,0.1878,0.1878,0.1957,0.2268,0.2719,0.317,0.3481,0.3561
Py_s186,-3.9688,-0.1739,-0.2127,0,-0.0002,-0.0036,-0.0159,-0.0355,-0.0522,-0.0569,-0.0569,-0.0616,-0.0806,-0.1089,-0.1376,-0.1569,-0.1618
Pz_s186,6.1973,-0.1342,0.1978,0,0.0001,0.0019,0.0077,0.0154,0.021,0.0223,0.0223,0.0237,0.0293,0.037,0.0433,0.0463,0.0469
EulX_s187,0,-0.0457,0.0343,-0,0.0005,0.0101,0.0389,0.075,0.1,0.1063,0.1063,0.1196,0.1709,0.2443,0.3179,0.3701,0.3838
EulY_s187,0,0.0057,0.0364,0,0.0174,0.0781,0.1454,0.1897,0.2096,0.2136,0.2136,0.2216,0.2484,0.2771,0.2971,0.3071,0.3092
EulZ_s187,0,-0.0385,-0.0331,-0,-0.0545,-0.2628,-0.5499,-0.8102,-0.9687,-1.0063,-1.0063,-1.0316,-1.1249,-1.2442,-1.3433,-1.4002,-1.4134
Px_s187,-0.632,-0.2015,-0.2079,0,0.0094,0.0456,0.0945,0.1356,0.1582,0.1633,0.1633,0.1681,0.1849,0.2044,0.2185,0.2254,0.2268
Py_s187,-2.2835,0.0517,-0.1999,0,-0.0003,-0.0061,-0.0272,-0.0607,-0.0887,-0.0964,-0.0964,-0.1042,-0.1357,-0.1834,-0.232,-0.2652,-0.2736
Pz_s187,-9.5196,0.2162,0.0826,0,-0.0001,-0.0019,-0.008,-0.0169,-0.024,-0.0259,-0.0259,-0.0278,-0.0365,-0.0519,-0.0703,-0.0845,-0.0883
EulX_s188,0,-0.0042,-0.0389,-0,0.0001,0.0011,0.0017,-0.0022,-0.0077,-0.0093,-0.0093,-0.0093,-0.01,-0.0125,-0.0156,-0.0173,-0.0176
EulY_s188,0,0.0577,0.035,0,-0.012,-0.0447,-0.0533,-0.0184,0.0286,0.0434,0.0434,0.0435,0.0498,0.0744,0.1146,0.1496,0.1594
EulZ_s188,0,-0.0161,-0.0293,-0,0.0127,0.056,0.0992,0.1162,0.1117,0.1084,0.1084,0.1087,0.1064,0.0921,0.0628,0.0329,0.0238
Px_s188,7.2214,-0.0955,0.184,0,0.0094,0.0461,0.0997,0.1532,0.1897,0.199,0.199,0.2083,0.2449,0.2983,0.3518,0.3882,0.3975
Py_s188,-2.1291,0.1854,0.2047,0,0.0001,0.0014,0.0056,0.0115,0.0158,0.0168,0.0168,0.0178,0.0217,0.0271,0.0313,0.033,0.0332
Pz_s188,6.2892,0.2156,0.1193,0,0.0001,0.0012,0.004,0.0061,0.006,0.0056,0.0056,0.0052,0.0035,0.0002,-0.0049,-0.0097,-0.0112
EulX_s189,0,-0.0479,-0.0413,-0,-0,-0.0007,-0.0023,-0.0038,-0.0043,-0.0043,-0.0043,-0.0043,-0.0046,-0.0065,-0.0115,-0.0174,-0.0192
EulY_s189,0,0.0256,-0.0323,0,0.0118,0.0544,0.1078,0.152,0.1776,0.1836,0.1836,0.1822,0.1723,0.1456,0.1047,0.0689,0.0588
EulZ_s189,0,0.0254,-0.0291,-0,0.0059,0.0237,0.0345,0.0272,0.0116,0.0063,0.0063,-0.0038,-0.0419,-0.0943,-0.1442,-0.178,-0.1867
Px_s189,8.4278,0.1372,0.2588,0,0.0094,0.0461,0.0998,0.1531,0.1894,0.1986,0.1986,0.2078,0.244,0.297,0.3501,0.3862,0.3954
Py_s189,-3.1099,0.2532,-0.0082,0,0,0.0006,0.0022,0.004,0.0047,0.0048,0.0048,0.0048,0.0039,0.0002,-0.0063,-0.0123,-0.014
Pz_s189,-3.9416,0.0841,-0.1515,0,-0.0001,-0.0013,-0.0057,-0.0127,-0.0188,-0.0204,-0.0204,-0.0221,-0.0286,-0.0372,-0.0439,-0.0469,-0.0475
EulX_s190,0,0.0313,0.0509,-0,-0.0005,-0.0106,-0.0352,-0.0539,-0.0565,-0.0555,-0.0555,-0.0617,-0.0825,-0.0999,-0.0981,-0.0852,-0.0805
EulY_s190,0,0.0426,-0.012,0,-0.033,-0.1422,-0.2468,-0.2941,-0.2993,-0.2976,-0.2976,-0.3076,-0.3376,-0.3582,-0.3568,-0.3461,-0.3423
EulZ_s190,0,0.0283,-0.0295,-0,-0.033,-0.1539,-0.3083,-0.4352,-0.505,-0.5207,-0.5207,-0.5433,-0.6269,-0.7327,-0.8188,-0.8669,-0.8779
Px_s190,0.4992,0.1971,-0.0534,0,0.0094,0.0458,0.0971,0.1453,0.1766,0.1844,0.1844,0.1921,0.2212,0.2604,0.2964,0.3193,0.325
Py_s190,-7.0161,-0.1195,-0.1699,0,-0.0002,-0.0036,-0.0158,-0.0348,-0.0509,-0.0554,-0.0554,-0.06,-0.0796,-0.112,-0.1482,-0.1748,-0.1818
Pz_s190,6.8383,0.192,0.2414,0,0.0002,0.0035,0.0141,0.0286,0.0391,0.0418,0.0418,0.0445,0.0557,0.0731,0.0903,0.1012,0.1039
EulX_s191,0,-0.0082,0.0181,-0,0.0002,0.0046,0.0227,0.0566,0.0903,0.1004,0.1004,0.1042,0.1211,0.1512,0.1865,0.2128,0.2198
EulY_s191,0,0.059,0.008,0,0.0137,0.0703,0.1605,0.2569,0.3248,0.3422,0.3422,0.3484,0.3727,0.4079,0.4412,0.4624,0.4675
EulZ_s191,0,0.0069,-0.0567,-0,-0.0266,-0.1263,-0.2634,-0.3967,-0.4897,-0.5141,-0.5141,-0.5357,-0.6153,-0.7194,-0.8126,-0.8722,-0.8871
Px_s191,-6.4347,0.2662,0.1222,0,0.0094,0.046,0.0984,0.1482,0.18,0.1878,0.1878,0.1954,0.2243,0.2633,0.2987,0.3207,0.326
Py_s191,-2.7564,0.1223,-0.2197,0,-0.0001,-0.0029,-0.0133,-0.0303,-0.0453,-0.0496,-0.0496,-0.054,-0.0727,-0.1035,-0.1377,-0.1624,-0.1689
Pz_s191,6.8727,0.0647,-0.1637,0,-0.0001,-0.0016,-0.0078,-0.0189,-0.0296,-0.0327,-0.0327,-0.0359,-0.049,-0.0694,-0.0914,-0.1073,-0.1115
EulX_s192,0,-0.0209,0.0042,-0,-0,-0.0013,-0.0069,-0.0172,-0.0266,-0.0293,-0.0293,-0.0265,-0.0191,-0.0189,-0.0307,-0.0452,-0.0497
EulY_s192,0,-0.0204,-0.0424,0,-0.0021,-0.0115,-0.0278,-0.0452,-0.0568,-0.0597,-0.0597,-0.0568,-0.0497,-0.0494,-0.0579,-0.0673,-0.07
EulZ_s192,0,-0.0524,-0.0422,-0,-0.0464,-0.216,-0.4337,-0.6228,-0.7402,-0.769,-0.769,-0.7831,-0.835,-0.9048,-0.9716,-1.0185,-1.0309
Px_s192,-5.3113,0.153,0.1814,0,0.0094,0.0458,0.0967,0.143,0.1715,0.1783,0.1783,0.185,0.2103,0.245,0.2768,0.2968,0.3016
Py_s192,-4.3285,-0.1634,-0.1901,0,-0.0002,-0.0051,-0.0224,-0.0495,-0.0727,-0.0791,-0.0791,-0.0856,-0.1122,-0.1533,-0.1967,-0.2275,-0.2355
Pz_s192,-7.0207,0.1997,-0.1448,0,0,0.0003,0.0013,0.0033,0.0053,0.0059,0.0059,0.0064,0.0084,0.0108,0.0135,0.0159,0.0166
EulX_s193,0,0.0192,-0.0124,-0,-0.0004,-0.0085,-0.0351,-0.0762,-0.113,-0.1237,-0.1237,-0.1297,-0.1536,-0.1923,-0.2385,-0.277,-0.288
EulY_s193,0,-0.0447,-0.0458,0,-0.0241,-0.1126,-0.2283,-0.3331,-0.4014,-0.4186,-0.4186,-0.4278,-0.4631,-0.5145,-0.5677,-0.6061,-0.6162
EulZ_s193,0,-0.0351,-0.0368,-0,-0.0322,-0.1483,-0.2951,-0.4239,-0.5071,-0.5282,-0.5282,-0.5352,-0.5634,-0.6106,-0.67,-0.7214,-0.7363
Px_s193,-4.2604,0.1523,0.2965,0,0.0094,0.0459,0.0975,0.1459,0.1765,0.184,0.184,0.1914,0.2197,0.2593,0.2963,0.3199,0.3256
Py_s193,-6.8382,-0.2497,0.0008,0,-0.0002,-0.0035,-0.0152,-0.0334,-0.0487,-0.053,-0.053,-0.0573,-0.0743,-0.1001,-0.1267,-0.1455,-0.1504
Pz_s193,5.5968,-0.0666,0.0456,0,0.0001,0.0027,0.0118,0.0268,0.0401,0.0439,0.0439,0.0478,0.0639,0.0897,0.1183,0.1394,0.145
EulX_s194,0,-0.0519,0.0404,-0,-0.0001,-0.0018,-0.0072,-0.0144,-0.0196,-0.0209,-0.0209,-0.0218,-0.0251,-0.0291,-0.032,-0.0331,-0.0332
EulY_s194,0,0.0149,0.0086,0,0.0307,0.1441,0.2916,0.4194,0.4968,0.5154,0.5154,0.5286,0.5759,0.6309,0.668,0.6823,0.6845
EulZ_s194,0,0.0262,-0.0435,-0,0.0053,0.0243,0.046,0.0585,0.0602,0.0596,0.0596,0.0593,0.0597,0.0615,0.0606,0.056,0.0542
Px_s194,7.5952,0.2034,-0.2367,0,0.0094,0.046,0.0985,0.1488,0.1817,0.1899,0.1899,0.198,0.2292,0.2735,0.3162,0.3448,0.3521
Py_s194,-6.0583,0.1852,0.1252,0,0,0.0006,0.0025,0.0051,0.007,0.0075,0.0075,0.008,0.0097,0.0121,0.0144,0.0158,0.0161
Pz_s194,-1.3589,-0.1197,-0.1352,0,-0.0001,-0.0034,-0.0151,-0.0339,-0.0502,-0.0547,-0.0547,-0.0594,-0.0787,-0.1094,-0.142,-0.1651,-0.171
EulX_s195,0,0.0455,0.0247,-0,-0.0006,-0.012,-0.041,-0.0653,-0.0713,-0.071,-0.071,-0.0718,-0.0741,-0.0747,-0.0723,-0.0691,-0.0681
EulY_s195,0,-0.0387,-0.0401,0,-0.0253,-0.1092,-0.1898,-0.2268,-0.2332,-0.2329,-0.2329,-0.2336,-0.2352,-0.2356,-0.2346,-0.2336,-0.2333
EulZ_s195,0,-0.0054,-0.0372,-0,-0.0476,-0.2276,-0.4733,-0.6954,-0.8315,-0.8641,-0.8641,-0.8912,-0.9907,-1.1168,-1.2188,-1.2744,-1.2868
Px_s195,6.6999,0.1499,-0.2633,0,0.0094,0.0457,0.0955,0.1392,0.165,0.1711,0.1711,0.1769,0.1979,0.2237,0.2441,0.2555,0.2581
