rowLabel,gravity,mid_wrench,tip_wrench,seg1_s01,seg1_s02,seg1_s03,seg1_s04,seg1_s05,seg1_s06,seg1_s07,seg2_s01,seg2_s02,seg2_s03,seg2_s04,seg2_s05,seg2_s06,seg2_s07
EulY_s146,0,0.0238,0.0425,0,0.013,0.0655,0.1421,0.2126,0.2548,0.2646,0.2646,0.2656,0.2679,0.2681,0.2658,0.2633,0.2627
EulZ_s146,0,0.0185,0.0284,-0,0.0602,0.282,0.568,0.8121,0.9563,0.9902,0.9902,1.0175,1.1167,1.2394,1.3353,1.3853,1.3961
Px_s146,4.1538,-0.1812,-0.2727,0,0.0094,0.0455,0.094,0.1347,0.1573,0.1624,0.1624,0.1673,0.1843,0.2041,0.2185,0.2259,0.2275
Py_s146,7.7801,0.1828,0.1202,0,0.0003,0.0066,0.0288,0.0624,0.0899,0.0974,0.0974,0.1049,0.1358,0.1838,0.234,0.2692,0.2782
Pz_s146,4.2956,0.1541,-0.0345,0,-0.0001,-0.0015,-0.0071,-0.0169,-0.026,-0.0286,-0.0286,-0.0313,-0.0415,-0.0558,-0.0687,-0.0766,-0.0784
EulX_s147,0,0.0262,-0.0354,-0,-0.0002,-0.0046,-0.0218,-0.0515,-0.0782,-0.0858,-0.0858,-0.0942,-0.1306,-0.1932,-0.2658,-0.3202,-0.3346
EulY_s147,0,-0.0076,-0.0444,0,-0.0147,-0.072,-0.1534,-0.2283,-0.2738,-0.2845,-0.2845,-0.2958,-0.3403,-0.4051,-0.4675,-0.508,-0.518
EulZ_s147,0,-0.0534,-0.0193,-0,-0.0257,-0.1287,-0.2873,-0.4569,-0.5796,-0.6119,-0.6119,-0.6282,-0.69,-0.7736,-0.8478,-0.8921,-0.9025
Px_s147,3.4665,0.1838,-0.0706,0,0.0094,0.046,0.0983,0.1475,0.1784,0.1859,0.1859,0.1932,0.2208,0.2581,0.2916,0.3126,0.3177
Py_s147,5.6155,0.1414,-0.2866,0,-0.0001,-0.0029,-0.0139,-0.0331,-0.0507,-0.0558,-0.0558,-0.061,-0.0824,-0.1156,-0.15,-0.1737,-0.1798
Pz_s147,-7.2585,0.1903,0.0538,0,0.0001,0.0017,0.0077,0.018,0.0271,0.0296,0.0296,0.0323,0.0438,0.064,0.0881,0.1068,0.1119
EulX_s148,0,0.0364,-0.0184,-0,0.0005,0.0122,0.0566,0.1323,0.201,0.2206,0.2206,0.2272,0.2518,0.2829,0.3061,0.3167,0.3187
EulY_s148,0,0.0359,0.0094,0,0.021,0.1033,0.2196,0.3238,0.3845,0.3983,0.3983,0.4026,0.4164,0.4289,0.435,0.4368,0.437
EulZ_s148,0,-0.0315,-0.0563,-0,-0.0481,-0.2308,-0.486,-0.7321,-0.8969,-0.9386,-0.9386,-0.9687,-1.0811,-1.2284,-1.3544,-1.4283,-1.4455
Px_s148,6.1844,-0.1154,-0.2269,0,0.0094,0.0457,0.0952,0.1377,0.1613,0.1666,0.1666,0.1716,0.189,0.2088,0.2222,0.2281,0.2292
Py_s148,-6.2672,0.1796,-0.1724,0,-0.0002,-0.0053,-0.0239,-0.0535,-0.0784,-0.0852,-0.0852,-0.0922,-0.1209,-0.166,-0.2138,-0.2474,-0.256
Pz_s148,-4.3258,0.2108,-0.0936,0,-0.0001,-0.0024,-0.0111,-0.0257,-0.0388,-0.0425,-0.0425,-0.0462,-0.0611,-0.0827,-0.1036,-0.1174,-0.1208
EulX_s149,0,-0.0598,-0.0218,-0,-0,-0.0016,-0.0121,-0.0357,-0.0592,-0.0661,-0.0661,-0.0683,-0.079,-0.0996,-0.1248,-0.1436,-0.1485
EulY_s149,0,-0.0043,-0.0037,0,0.0013,0.0138,0.0495,0.0987,0.1361,0.1459,0.1459,0.1489,0.1621,0.1832,0.2044,0.2179,0.2212
EulZ_s149,0,0.0028,0.0558,-0,0.0394,0.1836,0.366,0.5151,0.5984,0.6173,0.6173,0.6366,0.7105,0.8132,0.9082,0.968,0.9824
Px_s149,6.7032,-0.0427,0.0387,0,0.0094,0.0459,0.0976,0.146,0.177,0.1846,0.1846,0.1921,0.2205,0.2589,0.2933,0.3145,0.3197
Py_s149,-3.9793,0.2744,0.2762,0,0.0002,0.0043,0.019,0.042,0.0613,0.0666,0.0666,0.072,0.0945,0.131,0.1708,0.1996,0.2071
Pz_s149,5.9555,-0.1135,-0.1106,0,-0,-0.0002,-0.0019,-0.006,-0.0105,-0.012,-0.012,-0.0134,-0.0196,-0.0295,-0.0408,-0.0493,-0.0515
EulX_s150,0,-0.0079,0.0225,-0,0.0001,0.0023,0.0116,0.0297,0.0489,0.055,0.055,0.0593,0.0809,0.1263,0.1877,0.2372,0.2506
EulY_s150,0,0.0428,0.0489,0,0.0311,0.1528,0.3298,0.5042,0.6212,0.6507,0.6507,0.6695,0.7431,0.8474,0.9434,1.0021,1.016
EulZ_s150,0,0.0413,-0.0264,-0,-0.0061,-0.0308,-0.071,-0.1188,-0.1583,-0.1695,-0.1695,-0.1867,-0.251,-0.3384,-0.4185,-0.4683,-0.4802
Px_s150,6.3063,0.1767,-0.1596,0,0.0094,0.046,0.0981,0.1471,0.1778,0.1853,0.1853,0.1926,0.2199,0.2559,0.2871,0.3058,0.3103
Py_s150,0.7159,0.1678,-0.2272,0,-0,-0.0007,-0.0033,-0.0079,-0.0122,-0.0135,-0.0135,-0.0148,-0.0212,-0.033,-0.0466,-0.0563,-0.0587
Pz_s150,7.4803,-0.1749,-0.1135,0,-0.0001,-0.0035,-0.0164,-0.0382,-0.0578,-0.0633,-0.0633,-0.0691,-0.0929,-0.1311,-0.1727,-0.2029,-0.2108
EulX_s151,0,-0.0405,0.0561,-0,-0,-0.0012,-0.006,-0.014,-0.0202,-0.0218,-0.0218,-0.0253,-0.036,-0.0414,-0.0317,-0.0154,-0.0098
EulY_s151,0,0.0428,-0.0139,0,-0.0018,-0.0107,-0.0267,-0.0434,-0.0538,-0.0562,-0.0562,-0.0614,-0.0764,-0.0831,-0.0728,-0.0562,-0.0508
EulZ_s151,0,0.0115,-0.0161,-0,-0.0432,-0.1963,-0.3762,-0.5063,-0.5683,-0.5807,-0.5807,-0.5964,-0.6522,-0.7178,-0.7659,-0.7899,-0.795
Px_s151,-5.7328,0.0128,-0.0383,0,0.0094,0.0458,0.0974,0.1459,0.1774,0.1853,0.1853,0.1931,0.2228,0.2643,0.3038,0.3299,0.3365
Py_s151,-5.7564,-0.2779,-0.1258,0,-0.0002,-0.0047,-0.0201,-0.0432,-0.0621,-0.0672,-0.0672,-0.0724,-0.0938,-0.1278,-0.164,-0.1898,-0.1965
Pz_s151,-5.4986,-0.1124,0.2697,0,0,0.0002,0.0012,0.0032,0.005,0.0056,0.0056,0.0061,0.0089,0.0136,0.0181,0.0205,0.0209
EulX_s152,0,0.0014,-0.0532,-0,-0,0,0.0003,0.0018,0.004,0.0048,0.0048,0.0042,0.0024,0.0009,0.0014,0.003,0.0036
EulY_s152,0,-0.0586,-0.0218,0,0.002,0.0022,-0.0165,-0.0535,-0.0868,-0.0961,-0.0961,-0.0899,-0.0713,-0.0593,-0.0623,-0.0713,-0.0743
EulZ_s152,0,0.0129,0.0173,-0,0.0012,0.0079,0.0252,0.0531,0.0792,0.0869,0.0869,0.0911,0.1075,0.1326,0.1604,0.1816,0.1874
Px_s152,6.6158,-0.2687,-0.2426,0,0.0094,0.0462,0.1,0.1538,0.1904,0.1997,0.1997,0.209,0.2455,0.2988,0.352,0.3881,0.3973
Py_s152,2.4723,-0.0909,-0.0847,0,0,0.0002,0.001,0.0031,0.0055,0.0062,0.0062,0.0071,0.0107,0.0171,0.025,0.0312,0.033
Pz_s152,-6.8085,0.0975,-0.1548,0,-0,-0.0001,0.0002,0.002,0.0045,0.0054,0.0054,0.0063,0.0092,0.0126,0.0158,0.0182,0.0189
EulX_s153,0,0.0285,0.0432,-0,0,0.0004,0.0015,0.0032,0.0048,0.0052,0.0052,0.0051,0.0046,0.0034,0.0026,0.0029,0.0032
EulY_s153,0,-0.0339,0.01,0,-0.0081,-0.0375,-0.0765,-0.1154,-0.1447,-0.1528,-0.1528,-0.1513,-0.1454,-0.1377,-0.1339,-0.1351,-0.136
EulZ_s153,0,-0.0405,0.0404,-0,0.0043,0.0195,0.0371,0.0495,0.0551,0.0562,0.0562,0.0689,0.1171,0.1825,0.2425,0.2808,0.2902
Px_s153,3.1265,0.2422,0.2659,0,0.0094,0.0461,0.0999,0.1534,0.1898,0.1991,0.1991,0.2083,0.2446,0.2973,0.3494,0.3846,0.3935
Py_s153,-1.1041,-0.0705,0.1347,0,0,0.0005,0.002,0.0044,0.0063,0.0068,0.0068,0.0074,0.0108,0.0188,0.0301,0.0396,0.0423
Pz_s153,9.2327,-0.1623,-0.0337,0,0,0.0009,0.004,0.0091,0.0139,0.0153,0.0153,0.0167,0.0221,0.0296,0.0368,0.0416,0.0428
EulX_s154,0,-0.0516,0.0188,-0,-0.0002,-0.005,-0.0209,-0.0444,-0.0637,-0.0689,-0.0689,-0.0726,-0.0886,-0.1154,-0.1444,-0.1646,-0.1697
EulY_s154,0,0.026,0.0443,0,0.0313,0.1503,0.3162,0.4756,0.5827,0.61,0.61,0.6284,0.695,0.7788,0.8487,0.8896,0.8993
EulZ_s154,0,-0.0161,-0.0358,-0,0.0144,0.0639,0.1176,0.149,0.1573,0.1576,0.1576,0.1678,0.2064,0.2571,0.2972,0.3162,0.3198
Px_s154,5.6217,-0.0288,-0.14,0,0.0094,0.0459,0.098,0.1472,0.1786,0.1862,0.1862,0.1938,0.2222,0.261,0.2965,0.3191,0.3247
Py_s154,-3.0754,0.2118,0.2578,0,0.0001,0.0015,0.0063,0.0129,0.0176,0.0187,0.0187,0.0198,0.0249,0.0336,0.0434,0.0503,0.052
Pz_s154,-7.428,0.2106,-0.0627,0,-0.0001,-0.0035,-0.016,-0.0368,-0.0554,-0.0607,-0.0607,-0.0661,-0.0888,-0.1251,-0.1644,-0.1926,-0.1999
EulX_s155,0,0.0192,0.0339,-0,0.0005,0.0133,0.0631,0.1541,0.2438,0.2707,0.2707,0.2872,0.3514,0.4397,0.5162,0.5601,0.5701
EulY_s155,0,-0.0389,0.0087,0,-0.0315,-0.1554,-0.3344,-0.5035,-0.6089,-0.634,-0.634,-0.6482,-0.6965,-0.7487,-0.7843,-0.8016,-0.8053
EulZ_s155,0,0.0415,0.0488,-0,0.0347,0.1673,0.3578,0.5539,0.6975,0.7359,0.7359,0.76,0.8483,0.9572,1.0385,1.0774,1.0851
Px_s155,-8.105,0.274,-0.1682,0,0.0094,0.0458,0.0961,0.1401,0.1654,0.1712,0.1712,0.1767,0.1966,0.2215,0.2425,0.2551,0.2581
Py_s155,-4.8935,-0.0715,0.1718,0,0.0002,0.0039,0.0173,0.0387,0.0567,0.0616,0.0616,0.0666,0.0868,0.1173,0.1482,0.1691,0.1744
Pz_s155,2.5689,-0.0991,0.1795,0,0.0001,0.0036,0.0167,0.0387,0.0583,0.0639,0.0639,0.0696,0.093,0.1297,0.1685,0.1959,0.2031
EulX_s156,0,0.0566,0.0454,-0,-0.0003,-0.0067,-0.0242,-0.0413,-0.0484,-0.0494,-0.0494,-0.0501,-0.0496,-0.04,-0.0217,-0.0057,-0.0013
EulY_s156,0,-0.0199,0.03,0,-0.0309,-0.1356,-0.2446,-0.3069,-0.3266,-0.3291,-0.3291,-0.3308,-0.3297,-0.3073,-0.2638,-0.2237,-0.2124
EulZ_s156,0,0.0014,0.0252,-0,-0.0214,-0.1032,-0.2145,-0.3079,-0.3559,-0.3657,-0.3657,-0.37,-0.3823,-0.3874,-0.3775,-0.3625,-0.3577
Px_s156,-3.7495,-0.2091,0.0898,0,0.0094,0.0459,0.098,0.148,0.181,0.1893,0.1893,0.1976,0.2299,0.2773,0.3251,0.3584,0.367
Py_s156,-0.145,-0.1691,-0.183,0,-0.0001,-0.0024,-0.0108,-0.0243,-0.0358,-0.039,-0.039,-0.0422,-0.0552,-0.0747,-0.0944,-0.1076,-0.1109
Pz_s156,9.064,-0.133,0.2201,0,0.0001,0.0033,0.0137,0.0284,0.0398,0.0428,0.0428,0.0458,0.0576,0.0742,0.089,0.0975,0.0994
EulX_s157,0,0.0428,-0.0554,-0,-0.0004,-0.0088,-0.0341,-0.0657,-0.0861,-0.0908,-0.0908,-0.0985,-0.1253,-0.1553,-0.1749,-0.1831,-0.1846
EulY_s157,0,0.0303,-0.018,0,-0.0449,-0.2052,-0.3957,-0.5353,-0.6029,-0.6166,-0.6166,-0.639,-0.7169,-0.8057,-0.8686,-0.8987,-0.905
EulZ_s157,0,-0.0291,-0.0146,-0,-0.0187,-0.085,-0.1667,-0.2321,-0.2665,-0.2738,-0.2738,-0.2701,-0.2534,-0.2228,-0.1849,-0.1558,-0.1481
Px_s157,-1.7816,-0.2594,0.0013,0,0.0094,0.0458,0.0966,0.1436,0.1736,0.181,0.181,0.1883,0.216,0.2537,0.2889,0.3119,0.3177
Py_s157,-1.9922,-0.1506,0.0723,0,-0.0001,-0.002,-0.0085,-0.018,-0.0256,-0.0276,-0.0276,-0.0296,-0.0366,-0.0441,-0.0484,-0.0495,-0.0496
Pz_s157,9.4389,0.0064,0.2911,0,0.0002,0.0049,0.021,0.0454,0.0652,0.0706,0.0706,0.0762,0.0994,0.137,0.1775,0.2062,0.2136
EulX_s158,0,0.02,0.0354,-0,-0,0.0003,0.0031,0.01,0.0166,0.0185,0.0185,0.0144,0.0002,-0.0151,-0.0243,-0.0276,-0.0281
EulY_s158,0,0.0556,-0.0155,0,-0.0003,0.0021,0.0147,0.0352,0.0523,0.0569,0.0569,0.0469,0.012,-0.0274,-0.0536,-0.0644,-0.0662
EulZ_s158,0,-0.0105,0.0459,-0,-0.033,-0.1476,-0.2747,-0.3547,-0.3832,-0.3871,-0.3871,-0.387,-0.381,-0.3567,-0.314,-0.2744,-0.2629
Px_s158,7.241,-0.1845,-0.1356,0,0.0094,0.046,0.0985,0.1497,0.1839,0.1926,0.1926,0.2012,0.2353,0.2855,0.3363,0.3714,0.3804
Py_s158,-6.6126,-0.1691,-0.1782,0,-0.0002,-0.0035,-0.015,-0.0319,-0.0452,-0.0487,-0.0487,-0.0522,-0.066,-0.0855,-0.1033,-0.1139,-0.1164
Pz_s158,-0.2772,-0.1655,0.1997,0,0,-0,-0.0004,-0.0018,-0.0035,-0.004,-0.004,-0.0045,-0.0056,-0.005,-0.0025,-0.0001,0.0005
EulX_s159,0,0.0201,-0.0057,-0,-0.0003,-0.0072,-0.0291,-0.0568,-0.0741,-0.0778,-0.0778,-0.0764,-0.0689,-0.0516,-0.0263,-0.0043,0.0018
EulY_s159,0,-0.0473,0.0518,0,-0.0176,-0.083,-0.1646,-0.2252,-0.2532,-0.2586,-0.2586,-0.2566,-0.2463,-0.2229,-0.1869,-0.1534,-0.1436
EulZ_s159,0,-0.031,0.0297,-0,-0.0364,-0.1718,-0.3491,-0.4986,-0.5819,-0.6005,-0.6005,-0.6064,-0.6203,-0.6169,-0.5892,-0.559,-0.5501
Px_s159,-5.8831,-0.256,-0.1511,0,0.0094,0.0459,0.0974,0.1454,0.176,0.1835,0.1835,0.191,0.2201,0.2627,0.3061,0.3365,0.3444
Py_s159,-5.7342,0.1357,-0.1753,0,-0.0002,-0.004,-0.0179,-0.0397,-0.0581,-0.0632,-0.0632,-0.0683,-0.0889,-0.1195,-0.1498,-0.1697,-0.1746
Pz_s159,-5.3614,0.0779,0.1908,0,0.0001,0.002,0.0087,0.0192,0.0279,0.0303,0.0303,0.0327,0.0417,0.0538,0.064,0.0696,0.0708
EulX_s160,0,0.0349,-0.0307,-0,0.0002,0.0059,0.0303,0.0722,0.1075,0.1169,0.1169,0.1149,0.1048,0.0819,0.0466,0.0138,0.0041
EulY_s160,0,-0.0316,0.042,0,-0.0077,-0.042,-0.0974,-0.1493,-0.1788,-0.1853,-0.1853,-0.184,-0.1781,-0.1672,-0.1534,-0.1425,-0.1395
EulZ_s160,0,0.0371,0.0299,-0,0.0558,0.2662,0.548,0.7942,0.9389,0.9724,0.9724,0.9938,1.0694,1.1585,1.2257,1.2615,1.2695
Px_s160,-5.5432,-0.2678,-0.1853,0,0.0094,0.0456,0.0947,0.1363,0.1597,0.1651,0.1651,0.1702,0.1887,0.212,0.2316,0.2432,0.246
Py_s160,6.5349,-0.1278,0.0902,0,0.0003,0.0062,0.0275,0.0607,0.0883,0.0958,0.0958,0.1035,0.1345,0.1822,0.232,0.2667,0.2756
Pz_s160,-4.7754,-0.0441,0.218,0,0,0.0009,0.0047,0.0116,0.0179,0.0198,0.0198,0.0216,0.0285,0.0371,0.0435,0.0463,0.0468
EulX_s161,0,0.0115,0.0221,-0,0.0011,0.0252,0.1157,0.2704,0.4103,0.4498,0.4498,0.4753,0.5779,0.7287,0.8683,0.9522,0.9718
EulY_s161,0,-0.058,-0.0318,0,-0.0386,-0.1877,-0.3894,-0.5555,-0.6408,-0.6584,-0.6584,-0.6686,-0.7001,-0.7248,-0.729,-0.7237,-0.7217
EulZ_s161,0,0.0102,0.0459,-0,0.0549,0.2605,0.5472,0.8342,1.0346,1.086,1.086,1.1228,1.2627,1.4505,1.6096,1.6985,1.7185
Px_s161,1.2923,-0.1653,-0.2989,0,0.0094,0.0454,0.0926,0.1294,0.1474,0.151,0.151,0.1544,0.1649,0.1734,0.175,0.1726,0.1717
Py_s161,9.6955,0.1876,-0.0261,0,0.0003,0.006,0.0261,0.0561,0.0798,0.0861,0.0861,0.0924,0.1177,0.1549,0.1914,0.2155,0.2215
Pz_s161,0.7504,-0.1657,0.0023,0,0.0002,0.0043,0.0198,0.0448,0.0662,0.0722,0.0722,0.0782,0.1028,0.1407,0.1802,0.2079,0.215
EulX_s162,0,0.0117,0.0517,-0,-0,-0.0002,-0.0006,-0.0002,0.0014,0.0021,0.0021,0.0012,-0.0015,-0.0044,-0.0065,-0.0076,-0.0078
EulY_s162,0,0.044,-0.0151,0,-0.0088,-0.0357,-0.0543,-0.0499,-0.0346,-0.0292,-0.0292,-0.0354,-0.0566,-0.0804,-0.0988,-0.1103,-0.1132
EulZ_s162,0,-0.039,0.0264,-0,-0.0015,-0.0127,-0.0426,-0.0859,-0.1214,-0.1312,-0.1312,-0.1303,-0.1266,-0.1177,-0.1015,-0.0844,-0.0791
Px_s162,4.0654,0.2587,0.2217,0,0.0094,0.0461,0.0999,0.1536,0.1901,0.1994,0.1994,0.2087,0.2451,0.2984,0.3517,0.3882,0.3974
Py_s162,6.1713,0.1463,-0.1985,0,-0,-0.0002,-0.0017,-0.0051,-0.0089,-0.01,-0.01,-0.0113,-0.016,-0.0225,-0.0285,-0.0319,-0.0326
Pz_s162,6.4516,0.0406,0.0381,0,0,0.0009,0.0034,0.0063,0.0079,0.0082,0.0082,0.0085,0.0102,0.0139,0.0187,0.0226,0.0236
EulX_s163,0,0.0113,0.0568,-0,-0,-0.0005,-0.0043,-0.0144,-0.026,-0.0296,-0.0296,-0.0315,-0.0383,-0.0423,-0.0337,-0.0194,-0.0147
EulY_s163,0,-0.0401,0.0125,0,-0.0339,-0.1598,-0.324,-0.4646,-0.5475,-0.5669,-0.5669,-0.5758,-0.6009,-0.6115,-0.5962,-0.5737,-0.5666
EulZ_s163,0,0.0432,-0.0147,-0,-0.0004,-0.0088,-0.0409,-0.0967,-0.1486,-0.1636,-0.1636,-0.1858,-0.2691,-0.3767,-0.4621,-0.5063,-0.5157
Px_s163,-0.0335,0.1407,-0.2694,0,0.0094,0.046,0.0981,0.1476,0.1795,0.1874,0.1874,0.1952,0.2249,0.2668,0.3072,0.3343,0.3412
Py_s163,-1.6891,0.2195,-0.1134,0,-0,-0.0001,-0.0013,-0.0048,-0.0089,-0.0102,-0.0102,-0.0117,-0.0193,-0.0352,-0.0561,-0.0728,-0.0773
Pz_s163,9.6634,-0.1484,0.0677,0,0.0002,0.0037,0.0167,0.0375,0.0553,0.0602,0.0602,0.0653,0.0855,0.1153,0.1441,0.1625,0.167
EulX_s164,0,-0.0546,-0.0334,-0,-0.0001,-0.0023,-0.0087,-0.0164,-0.0216,-0.0228,-0.0228,-0.0236,-0.0279,-0.0361,-0.0465,-0.0547,-0.057
EulY_s164,0,-0.0241,-0.0419,0,-0.0299,-0.1422,-0.2926,-0.4268,-0.5096,-0.5295,-0.5295,-0.5421,-0.5897,-0.6565,-0.7229,-0.7697,-0.782
EulZ_s164,0,0.0063,-0.027,-0,-0.0075,-0.0306,-0.0497,-0.0557,-0.0547,-0.0539,-0.0539,-0.0615,-0.0865,-0.1115,-0.1258,-0.1312,-0.1321
Px_s164,-6.7788,-0.0717,0.2552,0,0.0094,0.046,0.0985,0.1487,0.1815,0.1896,0.1896,0.1977,0.2286,0.2721,0.3133,0.3401,0.3467
Py_s164,-6.6015,0.2913,-0.0597,0,-0,-0.0008,-0.0029,-0.0056,-0.0073,-0.0077,-0.0077,-0.0081,-0.0104,-0.0147,-0.0197,-0.0232,-0.0241
Pz_s164,2.5892,-0.0012,0.146,0,0.0001,0.0033,0.015,0.034,0.0506,0.0553,0.0553,0.0601,0.0798,0.1112,0.1455,0.1704,0.177
EulX_s165,0,-0.0428,-0.0019,-0,-0,0,0.0009,0.0039,0.0079,0.0093,0.0093,0.0105,0.0162,0.0279,0.0442,0.0583,0.0623
EulY_s165,0,-0.0156,-0.0325,0,0.0006,-0.0008,-0.0121,-0.0325,-0.0504,-0.0553,-0.0553,-0.0595,-0.0776,-0.1085,-0.1436,-0.1694,-0.1761
EulZ_s165,0,0.039,0.0504,-0,0.0071,0.0394,0.102,0.186,0.2576,0.2779,0.2779,0.2875,0.3274,0.3931,0.4671,0.5225,0.5373
Px_s165,8.9351,0.2382,0.2862,0,0.0094,0.0461,0.0999,0.1531,0.189,0.198,0.198,0.207,0.242,0.2921,0.3407,0.3727,0.3806
Py_s165,-2.9294,-0.1634,0.0895,0,0,0.0009,0.0046,0.0122,0.0202,0.0227,0.0227,0.0253,0.0364,0.0552,0.0774,0.0946,0.0992
Pz_s165,-2.7961,-0.0809,-0.0099,0,-0,-0,0.0003,0.0015,0.003,0.0035,0.0035,0.004,0.0066,0.0116,0.0186,0.0245,0.0262
EulX_s166,0,0.0174,0.0305,-0,-0,-0.0008,-0.0035,-0.0069,-0.0093,-0.0098,-0.0098,-0.0071,0.0043,0.0238,0.0467,0.0646,0.0695
EulY_s166,0,0.0566,-0.0499,0,0.0042,0.0204,0.0426,0.0618,0.0725,0.0748,0.0748,0.0634,0.0177,-0.0532,-0.1294,-0.1849,-0.1995
EulZ_s166,0,-0.0099,0.0133,-0,0.0179,0.0807,0.1527,0.2024,0.2244,0.2286,0.2286,0.2343,0.2547,0.2797,0.3015,0.3159,0.3197
Px_s166,-4.6918,0.2186,-0.2452,0,0.0094,0.0461,0.0995,0.1524,0.1883,0.1974,0.1974,0.2065,0.2421,0.2941,0.3454,0.38,0.3888
Py_s166,5.4668,0.2044,-0.0955,0,0.0001,0.0019,0.0083,0.0179,0.0257,0.0278,0.0278,0.0299,0.0388,0.0531,0.0683,0.0792,0.082
Pz_s166,6.6586,-0.0201,-0.1441,0,-0,-0.0005,-0.0022,-0.005,-0.0075,-0.0082,-0.0082,-0.0088,-0.0103,-0.0092,-0.004,0.0021,0.004
EulX_s167,0,-0.0468,-0.0388,-0,-0,-0.0009,-0.0075,-0.0225,-0.0373,-0.0416,-0.0416,-0.0456,-0.0623,-0.0886,-0.115,-0.132,-0.1361
EulY_s167,0,-0.0265,-0.0236,0,0.0002,0.0069,0.0298,0.0625,0.0875,0.094,0.094,0.0998,0.1214,0.1493,0.1726,0.186,0.1891
EulZ_s167,0,-0.0266,0.0393,-0,0.0398,0.1826,0.3564,0.4935,0.569,0.5862,0.5862,0.6112,0.6989,0.8009,0.8765,0.9157,0.9243
Px_s167,-6.1892,0.2986,-0.0178,0,0.0094,0.0459,0.0977,0.1466,0.1782,0.186,0.186,0.1937,0.2226,0.2616,0.297,0.3196,0.3252
Py_s167,7.603,-0.0266,0.2677,0,0.0002,0.0043,0.0188,0.0411,0.0597,0.0648,0.0648,0.07,0.0922,0.1285,0.1678,0.1958,0.2031
Pz_s167,-0.3517,-0.0116,-0.1342,0,-0,-0.0001,-0.0011,-0.0036,-0.0065,-0.0074,-0.0074,-0.0084,-0.0128,-0.0209,-0.0307,-0.0383,-0.0404
EulX_s168,0,-0.0131,-0.0353,-0,0,0.0003,0.0019,0.0061,0.0112,0.0129,0.0129,0.0125,0.0113,0.0107,0.0116,0.0126,0.0129
EulY_s168,0,0.0439,0.0201,0,0.002,0.0108,0.0292,0.0583,0.0866,0.0951,0.0951,0.0931,0.0867,0.0833,0.0908,0.1045,0.1093
EulZ_s168,0,-0.0387,0.0441,-0,-0.0118,-0.0557,-0.1133,-0.1632,-0.193,-0.2001,-0.2001,-0.1958,-0.1766,-0.1416,-0.0963,-0.0586,-0.0479
Px_s168,-1.6139,0.1391,0.1593,0,0.0094,0.0461,0.0998,0.153,0.1891,0.1983,0.1983,0.2074,0.2434,0.2964,0.3497,0.3861,0.3955
Py_s168,5.2663,-0.1038,-0.1948,0,-0.0001,-0.0013,-0.0059,-0.0133,-0.0198,-0.0217,-0.0217,-0.0235,-0.0303,-0.0388,-0.0452,-0.048,-0.0485
Pz_s168,-8.1177,0.2447,0.1634,0,-0,-0.0002,-0.0013,-0.0036,-0.0062,-0.0071,-0.0071,-0.008,-0.0113,-0.0159,-0.0205,-0.0241,-0.0251
EulX_s169,0,-0.0523,-0.0329,-0,0.0003,0.0049,0.0117,0.0091,0.0008,-0.0021,-0.0021,-0.0001,0.0065,0.0117,0.0101,0.0047,0.0027
EulY_s169,0,-0.0237,-0.0465,0,-0.0097,-0.038,-0.0547,-0.0519,-0.044,-0.0415,-0.0415,-0.0432,-0.0481,-0.0514,-0.0506,-0.0479,-0.0469
EulZ_s169,0,0.0175,0.0188,-0,0.0601,0.2767,0.5413,0.7475,0.8572,0.8814,0.8814,0.8995,0.9631,1.0375,1.0919,1.1191,1.1248
Px_s169,-0.794,-0.0026,-0.0525,0,0.0094,0.0455,0.0946,0.1374,0.1628,0.1689,0.1689,0.1748,0.1967,0.2256,0.2516,0.2681,0.2722
Py_s169,7.6918,0.2756,0.2835,0,0.0003,0.0065,0.0281,0.0606,0.087,0.0942,0.0942,0.1015,0.131,0.1764,0.2235,0.2563,0.2648
Pz_s169,-6.0368,-0.1184,0.0829,0,0,0.001,0.0035,0.0062,0.0076,0.0079,0.0079,0.0081,0.0092,0.0111,0.013,0.014,0.0143
EulX_s170,0,-0.0101,-0.0457,-0,-0.0005,-0.0094,-0.0354,-0.0668,-0.0878,-0.0929,-0.0929,-0.0925,-0.0897,-0.083,-0.0751,-0.07,-0.0689
EulY_s170,0,0.0517,-0.0341,0,0.0315,0.1445,0.2817,0.3893,0.4482,0.4616,0.4616,0.4606,0.4527,0.4308,0.3987,0.3721,0.3648
EulZ_s170,0,0.0287,-0.0187,-0,0.0289,0.1273,0.2339,0.3008,0.3258,0.3296,0.3296,0.3233,0.2958,0.2482,0.1945,0.1555,0.1453
Px_s170,-5.7812,0.0473,0.2494,0,0.0094,0.0459,0.0975,0.1464,0.1784,0.1863,0.1863,0.1943,0.2257,0.2726,0.3206,0.3542,0.3628
Py_s170,3.8822,0.2558,0.1043,0,0.0001,0.0031,0.0126,0.0261,0.0364,0.039,0.039,0.0417,0.0514,0.0639,0.0741,0.0795,0.0806
Pz_s170,-6.9096,-0.1494,-0.1302,0,-0.0001,-0.0034,-0.015,-0.0329,-0.0479,-0.0521,-0.0521,-0.0563,-0.0727,-0.0961,-0.1182,-0.1322,-0.1357
EulX_s171,0,-0.0288,0.0404,-0,-0.0003,-0.0054,-0.0198,-0.0374,-0.0502,-0.0536,-0.0536,-0.0491,-0.029,0.0068,0.0499,0.0832,0.0922
